smiles,m/z,I
NC1=CC=C(C=C1)C(C)C,"[ 77.0385  79.0541  91.0541  93.0572  93.07    94.065  103.0543 104.0619
 105.0448 117.0697 119.0854 120.0804 121.0884 136.112  147.0915]","[  3.736217   2.421802  32.406226   1.891772   1.498623  82.632485
   2.324164   4.773321   0.904617   4.973798   2.05094    4.034687
   9.138161 100.         6.323559]"
NC1=CC=C(C=C1)C(C)C,"[ 65.0386  77.0385  78.0464  79.0542  91.0541  93.0573  93.0697  94.065
  95.0491 103.0541 104.0619 105.0446 115.0542 117.0697 119.0857 120.0804
 121.0884 136.1119 147.0918]","[  1.30662   17.986602   2.558501   6.698423  95.439253   3.550932
   3.71174  100.         1.998032   9.744302  19.69486    4.435674
   4.052568  11.182616   2.814854   9.231167  10.816927  55.277461
   5.563304]"
NC1=CC=C(C=C1)C(C)C,[ 94.0649 136.1119],[  0.448799 100.      ]
NC1=CC=C(C=C1)C(C)C,[ 94.065 136.112],[  0.826274 100.      ]
NC1=CC=C(C=C1)C(C)C,[ 91.0541  94.065  121.0886 136.112  147.0914],[  0.29535    8.272258   0.372969 100.         0.421527]
NC1=CC=C(C=C1)C(C)C,"[ 77.0385  79.0541  91.0541  93.0571  94.0651 103.0544 117.0698 119.0855
 120.0803 121.0884 136.112  147.0915]","[  0.267474   0.250898   3.780042   0.280312  34.167239   0.281138
   0.814172   0.510198   0.489352   2.341218 100.         2.342308]"
NC1=CC=C(C=C1)C(C)C,"[ 77.0385  78.0463  79.0541  91.0541  93.0572  93.0699  94.065  103.0541
 104.0618 105.0446 115.0539 117.0696 119.0853 120.0805 121.0884 136.1119
 147.0914]","[  3.767882   0.455568   2.269397  34.063402   2.095258   1.148458
  88.502989   2.938056   4.818598   0.692511   0.716183   3.904547
   1.851935   4.062854  10.102259 100.         5.583613]"
NC1=CC=C(C=C1)C(C)C,"[ 65.0385  77.0385  78.0463  79.0541  91.0541  93.0572  93.0697  94.065
  95.049  103.054  104.0619 105.0445 115.0541 117.0697 119.0854 120.0805
 121.0884 136.1119 147.0914]","[  1.241989  14.486468   1.988429   5.942534  88.230766   3.344938
   3.465304 100.         1.59241    7.571682  18.173684   4.016536
   3.955768   9.943908   2.622089   9.335382  12.846473  53.672133
   4.560363]"
NC1=CC=C(C=C1)C(C)C,[ 94.0651 121.0884 136.112  147.0918],[ 51.606377   0.351215 100.         0.321282]
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 72.0445  77.0385  79.0543  83.0241  89.0386  91.0541  94.0652 100.0507
 103.0542 104.0495 106.0652 115.0538 116.0497 117.0331 117.0453 117.0573
 118.0652 119.0604 120.0808 130.0651 131.0487 132.0684 132.0808 134.0605
 134.0711 143.0606 145.0397 148.0761 158.0602 158.0713 174.0789 175.0977
 186.0666 187.0747 203.0927]","[  3.638021   2.908794  13.253138   1.295624   3.282435   1.034243
   0.696615   1.878439   2.252901  26.655258  43.313884   0.438302
   3.471621   1.416507   0.679862   1.850966   2.168508   3.880808
   3.940416  22.492547   0.764548   2.823406   0.754587   1.087527
   1.675856   1.193406  24.547081   0.655744   6.290308   2.937765
  78.672997 100.         5.074199   0.785809  24.181801]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,[203.093],[100.]
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 57.0447  72.0445  79.0544  89.0387 104.0494 106.0652 120.0805 130.0652
 134.0711 145.0397 158.0585 174.0787 175.0976 186.0661 203.093 ]","[  0.137265   0.161311   0.39917    0.149357   0.959171   0.84247
   0.111101   0.230392   0.116369   0.336403   0.104062   1.933145
   6.854365   0.173153 100.      ]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 57.0447  72.0443  72.0557  77.0387  79.0542  83.0242  89.0386 100.0503
 104.0495 105.0573 106.0651 117.0444 118.0655 119.0605 130.0652 132.0678
 134.0712 145.0396 158.0593 158.0713 159.079  174.0788 175.0979 186.0659
 187.0743 203.0928]","[  1.226437   0.779218   0.527317   0.654504   2.067683   0.919953
   1.04881    0.482589   9.638561   0.44553    4.752085   0.324832
   0.230779   0.803083   2.1884     0.335007   1.259227   3.666173
   0.415585   1.590808   1.063017  15.307809  66.87079    1.06571
   0.318482 100.      ]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 57.0447  72.0443  72.0558  77.0386  79.0543  83.0241  89.0386  91.0542
  92.0495  93.0574 100.0501 103.0542 104.0495 105.0449 105.0572 106.0652
 107.0603 116.0499 117.0445 118.0525 118.065  119.0606 130.0652 132.0679
 134.0712 145.0397 158.0712 159.079  174.0788 175.0979 187.0733 203.0922]","[  3.831445   1.125283   1.888573   3.502618   6.015224   2.795634
   3.095106   0.60035    2.127167   0.558384   0.617393   0.545654
  33.86599    1.03255    2.9544     7.477311   0.863026   0.591251
   1.294242   0.546121   0.606064   1.417466   5.364741   0.601089
   2.427956   5.153342   3.3448     5.31054   20.451639 100.
   0.823519  35.649051]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 53.0386  56.0129  57.0447  59.0238  66.0465  72.0555  77.0386  79.0543
  83.0242  89.0387  92.0258  92.0494  93.0574  95.049  104.0495 105.0447
 105.0574 106.065  107.0603 118.0525 119.0604 130.0651 134.0711 145.0396
 158.0716 159.0791 174.0786 175.0977 187.074 ]","[  0.916946   1.811329   6.032314   1.209714   1.41398    3.354625
  14.029762  12.332467   6.303633   5.862502   1.064938   6.867278
   1.466809   2.255711 100.         3.488323   6.073783   8.493917
   2.52975    4.661764   2.575989   8.463386   4.77274    2.760219
   2.588728   7.921809  14.81142   67.697757   1.012215]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 53.0385  56.013   57.0447  65.0386  77.0386  79.0542  80.0495  83.024
  89.0387  92.0496  93.0576  94.0415  95.0492 104.0495 105.0446 105.0575
 106.0651 107.0608 118.0524 159.0789 174.079  175.0979]","[  1.251694   2.001551   5.178019   2.201374  16.657957   9.935992
   1.326182   3.291623   4.405246   4.664477   0.903295   0.998373
   2.451701 100.         5.960135   2.415134   3.578803   1.628252
   6.850103   3.500216   1.758716  12.67291 ]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,[104.0491 175.0973 203.0929],[  0.112075   0.220132 100.      ]
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 72.0444  79.0543  83.024   89.0386 104.0494 106.0652 130.0651 145.04
 174.0789 175.0868 175.098  186.0655 203.093 ]","[  0.125799   0.342109   0.11486    0.195571   0.744591   0.881845
   0.330681   0.42876    1.901304   0.561319   7.193225   0.144656
 100.      ]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 57.0447  72.0444  72.0557  77.0386  79.0543  83.024   89.0386  92.0497
 100.0505 104.0495 105.0571 106.0652 116.0496 118.0655 119.0604 130.0652
 132.0684 134.0713 145.0397 158.0597 158.0714 159.0791 174.0789 175.098
 186.0663 187.0741 203.0929]","[  1.361209   0.800834   0.72722    0.815632   2.120174   0.898937
   1.359165   0.288011   0.325513   8.271756   0.475796   4.055387
   0.462637   0.253033   0.737755   1.656612   0.348957   1.234226
   3.202153   0.271084   1.30767    0.667923  13.383574  63.431037
   1.138797   0.455795 100.      ]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 56.0131  57.0447  59.0239  72.0446  72.0557  77.0386  79.0543  83.0241
  89.0386  92.0257  92.0496  95.049  100.0506 103.0542 104.0495 105.0449
 105.0573 106.0652 107.0605 117.0449 117.0573 118.0526 118.065  119.0604
 130.0652 134.0713 145.0397 158.0588 158.0715 159.0791 173.0715 174.0789
 175.098  186.0663 187.0739 203.0929]","[  0.756329   3.558424   0.531176   0.613006   1.561855   3.297006
   6.181336   3.260556   2.238911   0.455512   2.444457   0.40665
   0.607442   0.576359  35.630557   1.008446   2.492509   8.115763
   1.01002    1.020072   0.347828   0.469069   0.615238   1.381689
   5.099562   2.290943   4.044636   0.286462   3.676553   4.766077
   0.665639  19.510729 100.         0.60979    0.752292  39.172416]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 56.013   57.0447  59.0239  65.0386  66.0465  72.0443  72.0557  77.0386
  79.0543  83.024   89.0386  91.0544  92.0257  92.0495  93.0576  94.0414
  95.0495 104.0496 105.0448 105.0573 106.0652 107.0606 117.0447 118.0526
 118.0651 119.0603 130.0652 134.0713 145.0398 158.0714 159.0792 173.0708
 174.0788 175.0979 187.0736 203.0932]","[  1.337049   6.95643    1.029968   0.838127   0.911632   1.166108
   3.877427  13.956756  13.481089   5.28153    5.262307   1.036096
   0.917566   6.554009   0.805519   1.06922    1.139048 100.
   3.245235   5.881727   8.660583   1.870547   2.417429   4.91433
   1.049385   2.800047   5.699562   4.115293   2.525057   2.895193
   8.731282   1.265738  11.068949  62.665603   1.182654  12.022155]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 53.0386  56.013   57.0447  59.024   65.0385  72.0556  77.0386  79.0542
  80.0495  83.024   89.0386  91.0543  92.0258  92.0495  93.0573  94.0413
  95.0491 103.0542 104.0495 105.0447 105.0573 106.0652 107.0604 116.0496
 117.0447 118.0526 119.0604 130.0652 159.0791 174.0788 175.0979]","[  0.994958   1.893591   5.706933   1.353357   2.059495   0.880984
  17.876486   7.802428   1.153483   3.476731   4.449823   0.866967
   0.782707   4.713224   1.020572   0.977583   2.495399   0.754008
 100.         5.526621   4.02532    1.918268   1.865478   0.738156
   1.352693   7.394363   1.051379   2.831113   2.829004   2.76825
  10.387203]"
O=C1C(=NN=C(N1N)C)C=2C=CC=CC2,"[ 72.0444  77.0386  79.0543  83.024   89.0386  91.0542  93.0575  94.0652
 100.0506 103.0542 104.0495 106.0652 115.0542 116.0495 117.0335 117.0449
 117.0574 118.0652 119.0604 120.0808 130.0652 131.049  132.0683 132.0807
 134.0601 134.0713 143.0605 145.0397 148.0755 158.0601 158.0713 174.0789
 175.0868 175.0979 186.0662 187.074  203.0927]","[  4.770132   3.179832  14.093227   0.9012     3.260885   0.716444
   0.370154   0.818059   2.077669   1.469587  26.039816  44.007973
   0.393983   3.06699    0.962262   0.648939   1.965684   1.498288
   3.760909   3.547809  23.870171   0.310003   1.773628   1.102217
   1.187607   1.278744   1.142681  25.623683   0.514446   6.192223
   2.599362  77.808411  11.716425 100.         4.862787   1.041619
  15.904517]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 70.0652  91.0539  99.0678 105.0697 116.0709 118.0652 119.0856 120.0807
 131.0731 131.0859 132.0807 133.0888 134.0965 135.0805 135.1043 145.0887
 146.0965 147.0679 147.1043 147.1172 148.0756 148.1121 149.0956 158.0964
 159.104  160.112  172.1119 173.1199 174.1275 175.1355 176.1068 176.1434
 177.1148 186.1273 188.1433 192.1011 193.1097 204.1383 205.1098 206.1175
 206.1532 216.1381 219.1254 234.1486]","[  0.69534    0.711731   8.831501   1.051478   0.634179   3.603347
  17.343177  14.949478   0.811691   1.080133   2.199582   1.299108
   2.102876   0.680393   1.560082   0.504201  68.584199   2.432559
   1.773183   1.585573  33.610704 100.         1.426092   7.365007
   4.765373  63.753405   1.167062   1.061906   3.655978  61.643131
  20.4389    35.215742   5.199036   1.738048  46.297549   1.733297
   8.640246   2.113696   3.146296  74.147091   6.192356  13.425165
   0.897773  12.87877 ]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,[234.1489],[100.]
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,[146.0959 148.1123 206.1178 234.1489],[  0.254513   0.236034   0.289745 100.      ]
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 70.0649  99.0679 105.0696 118.0648 119.0854 120.0807 134.0964 135.1045
 146.0964 147.0678 147.1048 148.0756 148.112  158.0962 160.112  162.0911
 174.1273 175.1355 176.1067 176.1434 188.1429 193.11   205.1094 206.1174
 216.1392 234.1488]","[  0.182064   1.036802   0.207164   0.288281   1.68059    2.673953
   0.498231   0.214093   4.337701   1.054383   0.304105   6.112879
   4.735841   0.590296   3.503774   0.225675   0.152887   2.035973
   1.815113   1.88048    1.161109   0.29956    0.286519   6.766004
   0.270003 100.      ]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 70.0651  91.0542  93.0699  99.0678 103.054  105.07   109.0651 117.0696
 118.0651 119.0729 119.0855 120.0808 130.0653 131.0724 131.0858 132.0807
 133.0521 133.0885 133.1008 134.0964 135.1043 144.0807 145.0887 146.0965
 147.0678 147.1046 148.0756 148.1121 158.0961 159.1041 160.112  161.0828
 162.0912 174.1277 175.1353 176.1069 176.1434 186.1277 188.1431 193.1097
 206.1175 216.1385 234.1489]","[  1.127073   4.36615    3.01753    6.198567   0.80607    3.55568
   0.780775   2.293252   6.013755   1.817943  13.37573   42.913927
   1.772407   1.085623   1.732203   3.654507   3.441682   4.020358
   1.298876   6.081188   3.571495   1.247623   1.314255  33.650046
  17.189588   3.054814  42.246435  35.204095   4.773033   1.581339
  30.495689   1.55912    4.604602   1.776947   7.166995   5.314851
   8.785113   1.054586   4.973712   1.397695  23.133871   0.818261
 100.      ]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 70.0651  77.0387  79.0541  91.0542  93.0698  99.0678 103.0542 104.0621
 105.0577 105.0699 106.0652 107.0728 108.0803 109.0648 115.0537 117.0576
 117.0697 118.065  119.0494 119.073  119.0855 120.0808 130.065  131.0728
 131.0853 132.0806 133.0522 133.0886 134.0965 135.1041 143.0733 144.0806
 145.0886 146.0595 146.0964 147.0678 147.1044 148.0756 148.112  158.0964
 159.1037 160.112  161.0834 162.0912 172.1124 174.1278 175.1356 176.107
 176.1433 188.1428 206.1172 234.1486]","[  1.502237   1.226303   1.709808  15.305325  15.438402   4.409045
   4.281834   0.863416   1.224505  12.82005    1.682124   1.4795
   0.959041   2.06646    1.019229   1.592149   6.483245  19.283159
   1.773988  14.786409  15.886789 100.         3.846084   5.165614
   3.402096  13.912116  13.150025  12.629654  11.561727   5.642909
   1.308602   3.115936   2.794007   5.68944   39.196813  26.537103
   3.263944  33.343603  36.8091     6.180495   1.942259  40.544818
   2.897499   7.115103   1.249447   2.964713   3.288938   2.423609
   6.858233   2.154166   9.342234  14.031841]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 65.0386  70.065   77.0386  79.0543  91.0542  92.062   93.0698  99.0679
 103.0543 104.0495 104.062  105.0451 105.0573 105.0699 106.0651 107.0728
 107.0852 108.0804 115.0542 116.0624 117.0575 117.0699 118.0651 119.0488
 119.073  119.0855 120.0808 129.0701 130.0651 131.0729 131.086  132.044
 132.0807 133.0522 133.0885 134.0964 135.1044 143.0728 144.0806 145.0886
 146.0599 146.0965 147.0678 147.0922 147.1043 148.0756 148.112  158.0963
 160.0755 160.112  162.0912 172.1116 174.1286 176.107  176.1439 206.1176]","[  0.77214    0.886744   4.140766   3.813931  36.26531    2.935559
  28.091424   2.490533   8.502942   1.921179   3.332713   1.12434
   3.11517   11.330965   3.113586   2.18341    0.963245   1.968959
   2.639729   1.260116   4.892278   9.690953  36.292415   1.790808
  26.256423  13.490904 100.         1.222433   6.775462  13.453873
   1.965976   1.171313  19.834854  20.784337  17.496391  12.841352
   3.125608   2.133207   4.790069   5.622587  11.686613  22.821347
  19.925009   1.796323   2.178875  12.677927  18.331814   3.705199
   1.609551  21.504581   4.075682   1.122057   1.064305   1.255922
   1.637899   0.815261]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,[234.1488],[100.]
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,[146.0965 148.0752 176.1076 206.1174 234.1489],[  0.155585   0.102432   0.106574   0.378662 100.      ]
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 70.0652  91.0542  99.0679 105.07   117.0699 118.0651 119.0855 120.0808
 132.081  133.0885 133.1005 134.0963 135.1043 145.0883 146.0964 147.0678
 147.1043 148.0757 148.1121 158.0965 159.104  160.1121 162.0918 174.1277
 175.0993 175.1356 176.107  176.1434 177.115  186.1276 188.1435 193.1098
 204.1379 206.1176 206.153  216.1384 234.149 ]","[  0.242145   0.225584   0.895962   0.155885   0.135148   0.419414
   2.020389   2.430455   0.154985   0.126483   0.130808   0.290121
   0.29771    0.126692   4.346669   0.975365   0.226574   6.292786
   4.827479   0.536371   0.143932   3.45698    0.257125   0.242658
   0.133349   1.975925   1.816817   1.895532   0.203806   0.140045
   1.184786   0.289999   0.13836    6.656098   0.364007   0.336263
 100.      ]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 59.0491  70.0651  91.0542  93.0699  99.0679 103.0542 105.0698 109.0648
 117.07   118.0652 119.0729 119.0855 120.0808 129.07   130.0647 131.073
 131.0856 132.0808 133.0523 133.0887 133.1012 134.0964 135.1042 136.1121
 143.0728 144.0811 145.0884 146.0965 147.0679 147.1043 148.0757 148.1121
 149.096  158.0964 159.1041 160.1121 161.0836 162.0914 162.1281 174.1277
 175.0991 175.1356 176.107  176.1434 177.115  186.1274 187.0994 188.1434
 193.1095 204.1381 205.1102 206.1175 234.1489]","[  0.502555   1.413228   4.653127   3.430114   6.6785     1.345424
   4.150286   1.314802   1.957329   6.060425   1.625006  13.348799
  45.899484   0.417101   1.141485   1.541432   1.714658   4.3292
   2.82003    3.547454   1.181692   6.728969   4.166597   0.513344
   0.898318   0.791226   1.084561  34.416886  16.473013   3.266473
  42.146572  38.878082   0.806363   6.261745   0.658266  34.372556
   2.278442   3.996335   0.520748   2.199683   0.824601   8.00865
   5.918648   9.114669   0.574467   1.359493   0.58029    4.02342
   0.912598   0.526751   0.55468   25.729625 100.      ]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 59.0491  70.0652  77.0388  79.0542  91.0542  92.0621  93.0699  98.0597
  99.0679 103.0542 104.0619 105.0575 105.0699 106.0653 107.0732 108.0808
 109.0648 115.0542 117.0573 117.0699 118.0652 119.0489 119.073  119.0855
 120.0808 121.0648 129.0699 130.0652 131.073  131.0855 132.0808 133.0522
 133.0886 133.1011 134.0964 135.1042 136.1125 143.0729 144.0807 145.0886
 146.06   146.0964 147.0679 147.1043 148.0757 148.1121 149.0954 158.0963
 159.1045 160.0755 160.1121 161.0833 161.12   162.0913 172.1126 174.1276
 175.1355 176.107  176.1434 188.1433 193.1094 206.1175 234.1489]","[  0.719777   1.487984   0.784865   1.130876  15.518807   0.505442
  15.728538   0.492498   4.717423   4.596628   0.980501   0.625434
  10.143438   1.554702   1.133156   1.266287   1.954508   1.308637
   1.884554   5.726874  18.86624    1.237576  12.875362  14.879018
 100.         1.435601   1.647829   3.187176   6.070604   2.632282
  13.336283  12.531676  11.924246   2.080342  11.319705   4.507345
   0.471106   1.713178   2.464967   3.698199   5.840025  40.080713
  28.263514   4.167503  32.962608  38.645394   0.484137   6.024888
   1.149423   1.808954  34.067466   1.958873   0.929073   6.4943
   0.610752   2.438992   2.12634    2.882429   5.369136   1.76617
   0.490848  10.364831  14.773121]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 65.0385  70.0652  77.0386  79.0542  91.0542  92.0621  93.0699  99.0678
 103.0542 104.0495 104.0621 105.0448 105.0573 105.0699 106.0652 107.0729
 107.0854 108.0808 109.0648 115.0542 116.0621 117.0573 117.0699 118.0652
 119.0492 119.073  119.0855 120.0808 121.0648 129.0698 130.0651 131.0729
 131.0854 132.0443 132.0808 133.0522 133.0886 134.0964 135.1042 143.0729
 144.0808 145.0886 146.06   146.0964 147.0679 147.0916 147.1043 148.0756
 148.1121 158.0965 159.1045 160.0757 160.112  161.0834 161.1202 162.0913
 162.1279 172.1119 174.1278 176.1068 176.1433 206.1174]","[  0.721365   1.347019   3.589992   3.775989  37.101346   2.071667
  29.667616   1.677138   8.446262   1.622717   2.495411   0.772198
   3.2318    12.560049   3.47845    1.138486   0.808089   1.578172
   1.91099    2.906633   1.139293   4.259718   8.177326  38.13686
   2.297256  27.240066  12.590932 100.         0.993891   1.423282
   5.20848   12.275226   1.552965   1.293015  18.457508  19.680966
  16.559511  11.446297   3.466431   1.841099   4.541425   6.834452
  11.555224  22.368382  19.970046   1.463208   2.054835  11.013233
  18.499075   4.796395   0.710792   1.270757  19.598192   0.679825
   0.451149   3.665226   0.576408   0.593407   1.290622   0.967987
   1.541975   1.365521]"
O=C1N(C=2C(=CC=CC2CC)C)C(C)COC1,"[ 91.0543  93.0698  98.0598  99.0679 105.0698 116.0708 117.0699 118.0651
 119.0855 120.0808 131.073  131.0855 132.0808 133.0885 134.0963 135.0807
 135.1042 145.0884 146.0965 147.068  147.1044 147.117  148.0757 148.1122
 149.0961 158.0964 159.1042 160.1121 172.1118 173.1198 174.1278 175.1356
 176.1069 176.1433 177.1147 186.1276 187.099  188.1434 192.1019 193.1097
 204.1383 205.1096 206.1176 206.1538 216.1382 219.1251 234.1484]","[  0.692864   0.827065   0.429652   8.179336   0.822406   0.682002
   0.660651   4.073109  14.383136  16.711068   0.420654   1.210768
   2.766875   1.352716   1.285362   0.427868   1.969414   0.690947
  73.11545    2.184919   1.444535   1.095947  34.534268 100.
   1.808111   6.971151   3.53444   62.852625   0.882705   1.777336
   2.962653  64.539872  20.31792   34.601808   3.291648   1.735859
   0.412933  47.937156   1.607435   8.557102   1.538777   2.688687
  74.535813   6.210188  13.287322   0.545138   3.377211]"
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444 100.0757 125.0153 198.1044 222.0949],[ 19.20299  100.        53.342889   8.551954   1.761723]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444 100.0757 125.0151 198.1051 258.0717],[  3.818763   8.948889   8.126933   0.241429 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0445  89.0386 100.0758 125.0153 198.1036 258.0719],[ 21.038991   0.416875  24.724682 100.         0.641776  37.811773]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0445  98.9998 100.0758 125.0154],[  7.527689   0.183914   7.615396 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0445  89.0386 100.0757 125.0154 222.0957],[  3.138832   0.508652   2.000496 100.         0.120268]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0386  90.0462  98.9996 100.0759 125.0153],[  1.352553   3.186033   0.53843    1.191462   0.553321 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 63.0228  65.0386  72.0445  89.0386  90.0464  98.9996 100.0762 125.0153],"[  0.561618   0.396132   0.622634  12.108551   3.874185   6.436012
   0.159554 100.      ]"
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444 100.0758 125.0152 198.1048 258.0717],[  3.916033   9.187198   7.794135   0.216934 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0389 100.0757 125.0153 198.1041 258.0716],[ 20.319534   0.226504  24.840906 100.         0.476571  36.625604]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0385 100.0757 125.0153 258.0716],[  6.837049   0.219602   7.051338 100.         0.648827]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0386  98.9998 100.0757 125.0153],[  3.092827   0.36478    0.13473    1.966019 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0386  90.0464  98.9996 100.0758 125.0153],[  1.425394   3.227916   0.438104   1.107667   0.459135 100.      ]
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,"[ 63.0229  65.0386  72.0444  89.0386  90.0464  98.9996 100.0758 125.0153
 258.0726]","[  0.302351   0.297395   0.678202  11.916756   3.255137   6.329419
   0.123651 100.         0.123205]"
O=C(SCC=1C=CC=CC1Cl)N(CC)CC,[ 72.0444  89.0388 100.0757 125.0152 198.1043 222.0946],[ 19.322209   0.314795 100.        51.395202   7.730203   1.857039]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 86.0601  91.0542 128.107  192.1746],[ 22.250884  26.682953 100.         4.762596]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 86.0601  91.054  128.107  192.1749 252.1418],[  1.353349   6.164846   5.437648   0.10848  100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 65.0384  86.0601  91.0544 128.107  192.1746 252.1415],[  0.371711   7.410453 100.         8.518322   0.481918  45.916366]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 65.0386  86.0601  89.0386  91.0543 128.107 ],[  0.504818   0.868971   0.15661  100.         1.035421]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0385 91.0543],[  0.416516 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0386 91.0543],[  0.917387 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0386 91.0544],[  3.32059 100.     ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 86.0601  91.0541 128.1071 192.1748 252.1419],[  1.493205   6.133531   6.061633   0.153473 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 65.0385  86.0601  91.0543 100.1121 128.107  192.1744 252.1418],"[  0.448327   7.319577 100.         0.251288   7.997933   0.450689
  50.347732]"
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 65.0387  86.0601  90.0466  91.0543 100.112  128.107  252.1406],"[  0.329098   0.787564   0.181046 100.         0.124608   0.814442
   0.537308]"
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0385 91.0543],[  0.386498 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0386 89.0384 91.0543],[  0.801817   0.125814 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[65.0386 91.0543],[  2.751967 100.      ]
O=C(SCC=1C=CC=CC1)N(CCC)CCC,[ 86.0601  90.0465  91.0543 100.1121 128.1071 192.1747],[ 22.932685   0.199604  27.37276    0.764112 100.         4.54822 ]
N#CC=1C(Cl)=CC=CC1Cl,[171.9713],[100.]
N#CC=1C(Cl)=CC=CC1Cl,[171.9714],[100.]
N#CC=1C(Cl)=CC=CC1Cl,[171.9714],[100.]
N#CC=1C(Cl)=CC=CC1Cl,[164.0017 171.9711],[ 88.003662 100.      ]
N#CC=1C(Cl)=CC=CC1Cl,[164.0011 171.9709],[100.        28.255152]
N#CC=1C(Cl)=CC=CC1Cl,[100.0181 164.0009],[ 84.984527 100.      ]
N#CC=1C(Cl)=CC=CC1Cl,[171.9715],[100.]
N#CC=1C(Cl)=CC=CC1Cl,[171.9714],[100.]
N#CC=1C(Cl)=CC=CC1Cl,[164.0008 171.9715],[ 15.267641 100.      ]
N#CC=1C(Cl)=CC=CC1Cl,[164.0011 171.9714],[ 81.043367 100.      ]
N#CC=1C(Cl)=CC=CC1Cl,[100.0184 164.0009 171.9717],[ 23.311191 100.        30.623276]
ClC1=CC=CC(Cl)=C1C(=N)O,[ 84.9606 146.9762 171.9716 172.9555 189.982 ],[  0.137471   2.119095   1.429614 100.         0.777324]
ClC1=CC=CC(Cl)=C1C(=N)O,[172.9551 189.982 ],[  1.717961 100.      ]
ClC1=CC=CC(Cl)=C1C(=N)O,[143.9523 146.9766 171.9713 172.9554 189.9821],[  0.106196   0.298334   0.621038  17.995604 100.      ]
ClC1=CC=CC(Cl)=C1C(=N)O,[108.9841 146.9764 171.9715 172.9555 189.9821],[  0.256276   1.468142   4.14018  100.        77.870451]
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 84.9837  90.0338 139.0059 146.9763 154.006  164.0008 171.9715 172.9556
 189.9819]","[  0.231711   0.150436   0.611691   0.867642   0.227284   0.807249
   5.876846 100.        14.644491]"
